Time	x	theta1	theta2
791.047	-0.02681988883515664	0.0673946546396366	0.026339362239013838
791.078	-0.027099262677189512	0.06421876243654417	0.014494709250927386
791.109	-0.026931638371969796	0.05703356113739765	0.0013177641667179035
791.146	-0.026540514993123772	0.04851536794912066	-0.010524545602456326
791.182	-0.02614939161427772	0.03733005391210743	-0.023703008690769255
791.215	-0.025814143003838275	0.025648871819722426	-0.03471592538623736
791.246	-0.025143645782959356	0.012303141768322002	-0.04539912878711437
791.273	-0.024529023330487024	-0.0008736066454146078	-0.05458410545448689
791.305	-0.024137899951640965	-0.013383282557963757	-0.06109983752899492
791.339	-0.02329977842554233	-0.027229847249582217	-0.06628084899971039
791.38	-0.022852780278289714	-0.037910144959518076	-0.06895560792053068
791.426	-0.021455911068125305	-0.05677887770218691	-0.06511079241943912
791.451	-0.021455911068125305	-0.05677887770218691	-0.06511079241943912
791.482	-0.020897163384059537	-0.06379683688802468	-0.06076563660212772
791.514	-0.020841288615652973	-0.06463251104895536	-0.052245704860939934
791.549	-0.020785413847246394	-0.06413110116602327	-0.04105852110981884
791.577	-0.020561914773620085	-0.062125621807944835	-0.028374726510038258
791.61	-0.020561914773620085	-0.05677887770218691	-0.015028256531470966
791.641	-0.02084128861565296	-0.04725891421208254	0.0011509736860057544
791.678	-0.021008912920872688	-0.037409418856203046	0.01632962131974683
791.706	-0.021232411994499018	-0.026061900110843313	0.030343941626642255
791.748	-0.021455911068125305	-0.013383282557963757	0.0443642263750616
791.782	-0.021791159678564778	0.0009610875016413244	0.05672257324887112
791.812	-0.02190290921537793	0.013303965962733814	0.06775214694700532
791.841	-0.02190290921537793	0.025982563716696324	0.07510970158076728
791.875	-0.021791159678564778	0.03632863266218571	0.08012852837765637
791.912	-0.02207053352059765	0.047847431383119955	0.08431242429082794
791.944	-0.021735284910158206	0.056198270999825925	0.08397765914790926
791.982	-0.021455911068125305	0.0620461591724166	0.08046318735087515
792.014	-0.020897163384059537	0.06505445934586458	0.07343718672088771
792.047	-0.020059041857960896	0.0652216041688161	0.06290488202523804
792.078	-0.01950029417389515	0.06421876243654426	0.051878508543789184
792.104	-0.01871804741620306	0.060542221604250816	0.0375200730488228
792.137	-0.01765642681647813	0.05402669886218144	0.02300253818524757
792.179	-0.016427181911533438	0.04567678352291758	0.005987929465106712
792.213	-0.015365561311808502	0.03649553364559094	-0.009190157846883276
792.246	-0.014192191175270388	0.025648871819722426	-0.026038796547262356
792.279	-0.012962946270325702	0.01397118943424433	-0.04105852110981901
792.312	-0.011677826596974444	0.0007942970837524822	-0.054918186773649166
792.346	-0.010448581692029765	-0.010214043926276705	-0.06661516750120025
792.381	-0.0092193367870851	-0.023225601932870866	-0.07564470989713044
