Time	x	theta1	theta2
0.04099999999993997	0.027744161670016518	-0.12274188305574617	-0.11428275618552461
0.06700000000000728	0.027392969750142895	-0.13578020165865695	-0.1308309674289592
0.0909999999998945	0.027392969750142895	-0.13578020165865695	-0.1308309674289592
0.1150000000000091	0.02692471385697802	-0.14354359552495066	-0.14000050581659015
0.1369999999999436	0.026573521937104397	-0.1481351229552431	-0.14741529453625057
0.16899999999986903	0.02587113809735718	-0.14601557150173985	-0.14741529453625074
0.19200000000000728	0.024817562337736312	-0.13860227627748892	-0.14282425116582453
0.21299999999996544	0.024817562337736312	-0.13860227627748892	-0.14282425116582453
0.23499999999989996	0.023763986578115417	-0.12696812068939944	-0.133298568508676
0.2519999999999527	0.023763986578115417	-0.12696812068939944	-0.133298568508676
0.27299999999991087	0.022827474791785735	-0.11148246900718163	-0.12061640549926655
0.2999999999999545	0.021188579165708835	-0.09040811705001804	-0.10233153778092739
0.32599999999979445	0.021188579165708835	-0.09040811705001804	-0.10233153778092739
0.34699999999998	0.020252067379379138	-0.06867340079492233	-0.0819770272142708
0.3729999999998199	0.018847299699884648	-0.04417267080336564	-0.05815577709770131
0.46699999999987085	0.015101252554565944	0.03342463888586927	0.017357924804876815
0.4900000000000091	0.015101252554565944	0.03342463888586927	0.017357924804876815
0.5119999999999436	0.013930612821653851	0.05511188120079988	0.04183037984654648
0.5329999999999018	0.012759973088741758	0.0768251071239355	0.06352647251077656
0.5539999999998599	0.012759973088741758	0.0768251071239355	0.06352647251077656
0.5759999999997945	0.011589333355829665	0.09436176547589069	0.08455114007970274
0.5979999999999563	0.010535757596208797	0.10946640441309587	0.10034375280334305
0.6199999999998909	0.010535757596208797	0.10946640441309587	0.10034375280334305
0.6449999999999818	0.00948218183658793	0.11966721701205327	0.11334745208467853
0.6669999999999163	0.00866273402354946	0.12635723150370645	0.12003237480354516
0.6920000000000073	0.007843286210511002	0.12670949241183627	0.12320078082091787
0.7189999999998236	0.007843286210511002	0.12670949241183627	0.12320078082091787
0.7429999999999382	0.007257966344054942	0.12213131700344942	0.1221445089500868
0.7639999999998963	0.006321454557725273	0.1157965285152822	0.11721703102107346
0.7929999999998927	0.005853198664560452	0.10243808345459629	0.1073705235047161
0.8179999999999836	0.005853198664560452	0.10243808345459629	0.1073705235047161
0.8409999999998945	0.005267878798104406	0.08734391361197898	0.09226908591459192
0.862999999999829	0.004682558931648359	0.06666502979405685	0.07368430783915585
0.8859999999999673	0.004682558931648359	0.06666502979405685	0.07368430783915585
0.9309999999998126	0.0037460471453186622	0.02258755057757981	0.030291139010035793
0.9559999999999036	0.0037460471453186622	0.02258755057757981	0.030291139010035793
1.0109999999999673	0.0031607272788626434	-0.030884318160991873	-0.01758832327922139
1.038000000000011	0.002692471385697795	-0.053968953513402834	-0.04276046436742664
1.0709999999999127	0.0022242154925329605	-0.07638146735866695	-0.06375730312221735
1.0939999999998236	0.0021071515192417622	-0.09707685842917246	-0.0865359850129935
1.1219999999998436	0.0021071515192417622	-0.09707685842917246	-0.0865359850129935
1.4069999999999254	-0.004214303038483511	-0.09146080054907987	-0.09846818854479196
1.4329999999999927	-0.005033750851521981	-0.0700745500322078	-0.08057461887737784
1.4579999999998563	-0.005033750851521981	-0.0700745500322078	-0.08057461887737784
1.4829999999999472	-0.006087326611142876	-0.04592166878284851	-0.05780574419953215
1.509999999999991	-0.006555582504307711	-0.024941434595163264	-0.03611583617155815
1.5339999999998781	-0.007257966344054956	0.000920058895014153	-0.01234605966468654
1.5619999999998981	-0.008077414157093427	0.026432599492579263	0.013164097016599268
1.5839999999998327	-0.008077414157093427	0.026432599492579263	0.013164097016599268
1.606999999999971	-0.008662734023549487	0.04776380725281555	0.035885323506918886
1.6359999999999673	-0.009130989916714294	0.06736549151516273	0.05757499701831755
1.6579999999999018	-0.009130989916714294	0.06736549151516273	0.05757499701831755
1.6859999999999218	-0.009950437729752765	0.08804549901335247	0.07683823953823393
1.7139999999999418	-0.010535757596208825	0.10384333024283085	0.09472593018492197
1.7349999999999	-0.010652821569500023	0.11403770411512401	0.10631617714338966
1.7609999999999673	-0.010886949516082448	0.12107518377721832	0.11616151890294377
1.7829999999999018	-0.010886949516082448	0.12107518377721832	0.11616151890294377
1.8049999999998363	-0.010886949516082448	0.12318758715628154	0.11968040500981393
1.8289999999999509	-0.010769885542791235	0.12072316958383515	0.12003237480354516
1.8539999999998145	-0.010769885542791235	0.12072316958383515	0.12003237480354516
1.8799999999998818	-0.010301629649626401	0.11227923395273272	0.11369916067944931
1.9079999999999018	-0.009833373756461553	0.10173553635226368	0.10526194940206442
1.931999999999789	-0.009365117863296704	0.08629161621135369	0.09262002912480388
1.949999999999818	-0.009365117863296704	0.08629161621135369	0.09262002912480388
1.9729999999999563	-0.008545670050258261	0.06701525653834454	0.07473553526224964
2.0049999999998818	-0.007843286210511002	0.04741396648683021	0.05512499478791824
2.0249999999998636	-0.007843286210511002	0.04741396648683021	0.05512499478791824
2.048999999999978	-0.006789710450890135	0.022587550577579725	0.03308810177469229
2.071999999999889	-0.0060873266111428626	-0.0004777200385294062	0.011416741341137716
2.099999999999909	-0.005384942771395632	-0.023543244864074907	-0.013743957504085514
2.117999999999938	-0.005384942771395632	-0.023543244864074907	-0.013743957504085514
2.1369999999999436	-0.004214303038483511	-0.04872036020629608	-0.03541649950992474
2.163000000000011	-0.0033948552254450676	-0.0700745500322079	-0.0574557183916538
2.189999999999827	-0.0033948552254450676	-0.0700745500322079	-0.0574557183916538
2.2129999999999654	-0.0023412794658241726	-0.09075900032963917	-0.07882183143381548
2.464999999999918	0.0032777912521538416	-0.10480399323325174	-0.10900824112534649
2.4859999999998763	0.0032777912521538416	-0.10480399323325174	-0.10900824112534649
2.5069999999998345	0.003980175091901086	-0.08865386718249035	-0.09706370282522393
2.5389999999999873	0.004214303038483511	-0.06762262762660153	-0.07812078470015738
2.560999999999922	0.004448430985065935	-0.04452245941093861	-0.05500573262736266
2.5860000000000127	0.004448430985065935	-0.04452245941093861	-0.05500573262736266
2.627999999999929	0.004682558931648359	0.005113417405331645	-0.011647119963220267
2.6529999999997926	0.004682558931648359	0.005113417405331645	-0.011647119963220267
2.7029999999999745	0.004565494958357133	0.05161245128629526	0.03763372835558106
2.727999999999838	0.004448430985065935	0.07367117854733939	0.05967527377585597
2.75	0.004448430985065935	0.07367117854733939	0.05967527377585597
2.772999999999911	0.004682558931648359	0.09260687909720738	0.07859075277022319
2.796999999999798	0.004799622904939557	0.10770882885965936	0.09507695440898464
2.8199999999999363	0.004799622904939557	0.10770882885965936	0.09507695440898464
2.842999999999847	0.0049166868782307555	0.11861139849715058	0.10737052350471626
2.862999999999829	0.0049166868782307555	0.12706176912846212	0.11721703102107346
