time	1	2	3	4
1357.38				551
1357.38			147.75	
1357.38		252		
1357.38	433			
1357.403				551
1357.403			147.75	
1357.403		252		
1357.403	433			
1357.426				550.75
1357.426			147.75	
1357.426		251.5		
1357.426	440.25			
1357.456				551
1357.456			147.75	
1357.456		251.25		
1357.456	446.75			
1357.49				551.25
1357.49			148.25	
1357.49		250.5		
1357.49	454.5			
1357.518				551.5
1357.518			148	
1357.518		250		
1357.518	461.75			
1357.545				551.5
1357.545			148.75	
1357.545	468.5			
1357.545		249.25		
1357.573				551.5
1357.573			148.75	
1357.573	468.5			
1357.573		249.25		
1357.598				552.5
1357.598			149.5	
1357.598	474.75			
1357.598		248.75		
1357.636				552.5
1357.636			149.5	
1357.636	480.25			
1357.636		248.25		
1357.662				553.5
1357.662			150.5	
1357.662	484.75			
1357.662		247.5		
1357.692				554
1357.692			151	
1357.692	488.25			
1357.692		247.25		
1357.716				554.5
1357.716			152.25	
1357.716	490.5			
1357.716		247		
1357.734				554.5
1357.734			152.25	
1357.734	490.5			
1357.734		247		
1357.761				555.5
1357.761			152.5	
1357.761	491.75			
1357.761		247.25		
1357.787				556
1357.787			153	
1357.787	491.25			
1357.787		247.5		
1357.816				556.5
1357.816			154	
1357.816	490			
1357.846				557.5
1357.846			154.5	
1357.846	487			
1357.846		248.5		
1357.87				557.5
1357.87			154.5	
1357.87	487			
1357.87		248.5		
1357.9				558
1357.9			155.25	
1357.9	484			
1357.9		249.5		
1357.92				558.5
1357.92			155.75	
1357.92	479.5			
1357.92		250.5		
1357.949				559
1357.949			156.25	
1357.949	473.75			
1357.949		252.25		
1357.975				559
1357.975			156.25	
1357.975	473.75			
1357.975		252.25		
1358				559.5
1358			156.5	
1358	468.5			
1358		253.5		
1358.02				560
1358.02			157.25	
1358.02		255.25		
1358.02	462			
1358.048				560.5
1358.048			157.5	
1358.048	455.75			
1358.074				560.5
1358.074			157.5	
1358.074	455.75			
1358.104				560.5
1358.104			157.5	
1358.104		258.5		
1358.104	450			
1358.132				560.5
1358.132			157.75	
1358.132		260.5		
1358.132	444			
1358.161				560.5
1358.161			158	
1358.161		261.75		
1358.161	438.75			
1358.185				560.5
1358.185			157.75	
1358.185		263.5		
1358.185	434.25			
1358.214				560.5
1358.214			157.5	
1358.214		265		
1358.214	430.75			
1358.244				560.5
1358.244			157.5	
1358.244		265		
1358.244	430.75			
1358.272				560
1358.272			157	
1358.272		266		
1358.272	427.75			
1358.299				559.75
1358.299			156.5	
1358.299		267		
1358.299	426.5			
1358.329				559.5
1358.329			156.25	
1358.329		267.25		
1358.329	425.75			
1358.354				558.5
1358.354			155.75	
1358.354		267.5		
1358.354	426			
1358.379				558
1358.379			155.25	
1358.379		267.5		
1358.379	427.75			
