time	1	2	3	4
1955.49			100	
1955.49				514.75
1955.49	366.5			
1955.49		210.5		
1955.511			100	
1955.511				514.75
1955.511	366.5			
1955.511		210.5		
1955.533			99.25	
1955.533				514.5
1955.533	364.5			
1955.533		209.75		
1955.56			98.75	
1955.56				514
1955.56	364.25			
1955.56		209.75		
1955.583			98.25	
1955.583				513.5
1955.583	365.25			
1955.583		209		
1955.607			98.25	
1955.607				513.5
1955.607	365.25			
1955.607		209		
1955.626			98	
1955.626				513
1955.626	367.75			
1955.651			97.25	
1955.651				512.5
1955.651	371.75			
1955.651		208		
1955.675			97.25	
1955.675				512.5
1955.675	371.75			
1955.675		208		
1955.7			96.5	
1955.7				512
1955.7	377			
1955.7		207.5		
1955.726			96	
1955.726				511.25
1955.726	383.25			
1955.726		206.5		
1955.753			95.5	
1955.753				510.75
1955.753		205.75		
1955.753	390.5			
1955.774			95.5	
1955.774				510.75
1955.774		205.75		
1955.774	390.5			
1955.808			95	
1955.808				510.25
1955.808		204.75		
1955.808	398.5			
1955.834			94.25	
1955.834				509.75
1955.834	406.75			
1955.864			94	
1955.864				509.25
1955.864		203		
1955.864	415.25			
1955.885			93.25	
1955.885				509
1955.885	423			
1955.908			93.25	
1955.908				509
1955.908	423			
1955.936			93	
1955.936				508.5
1955.936	430.5			
1955.936		201.5		
1955.958			93	
1955.958				508.25
1955.958	437.5			
1955.958		200.5		
1955.979			93	
1955.979				508.25
1955.979	437.5			
1955.979		200.5		
1956.003			92.5	
1956.003				507.75
1956.003	442.5			
1956.003		199.25		
1956.03			92	
1956.03				508
1956.03	447.25			
1956.03		198.5		
1956.05			92	
1956.05				508
1956.05	447.25			
1956.05		198.5		
1956.073			92.25	
1956.073				508
1956.073	449.75			
1956.073		198		
1956.097			93	
1956.097				508.25
1956.097	451			
1956.097		197.5		
1956.119			92.75	
1956.119				508.5
1956.119	450.75			
1956.119		197		
1956.14			92.75	
1956.14				508.5
1956.14	450.75			
1956.14		197		
1956.172			93.25	
1956.172				509
1956.172	448.75			
1956.172		196.75		
1956.193			94	
1956.193				509.25
1956.193	445.25			
1956.193		196.5		
1956.216			94.5	
1956.216				509.75
1956.216	441			
1956.216		196.75		
1956.236			94.5	
1956.236				509.75
1956.236	441			
1956.236		196.75		
1956.261			94.75	
1956.261				510.5
1956.261	435			
1956.261		197.25		
1956.284			96	
1956.284				511
1956.284	428.5			
1956.284		198		
1956.3			96	
1956.3				511
1956.3	428.5			
1956.3		198		
1956.323			96.75	
1956.323				511.75
1956.323	421			
1956.323		199		
1956.35			96.75	
1956.35				511.75
1956.35	421			
1956.35		199		
1956.376			97.25	
1956.376				512.5
1956.376	413.75			
1956.376		200		
1956.403			98.5	
1956.403				513.5
1956.403		201.5		
1956.426			99.5	
1956.426				514.25
1956.426	398.75			
1956.426		203		
1956.453			100.5	
1956.453				514.75
1956.453	391.25			
1956.453		204.5		
1956.477			100.5	
1956.477				514.75
1956.477	391.25			
1956.477		204.5		
1956.5			101.25	
1956.5				515.75
1956.5	385.25			
1956.5		206.5		
1956.525			101.75	
1956.525				516.5
1956.525	380			
1956.525		208.5		
1956.549			101.75	
1956.549				516.5
1956.549	380			
1956.549		208.5		
1956.57			102.75	
1956.57				517.25
1956.57	376			
1956.57		210.5		
1956.589			103.25	
1956.589				517.75
1956.589	373.25			
1956.589		212.25		
1956.612			103.25	
1956.612				517.75
1956.612	373.25			
1956.612		212.25		
1956.635			103.5	
1956.635				518
1956.635	371.75			
1956.635		214.25		
1956.656			104	
1956.656				518.5
1956.656	371.75			
1956.656		216.25		
1956.677			104	
1956.677				518.5
1956.677	371.75			
1956.677		216.25		
1956.699			104.25	
1956.699				518.5
1956.699	373.25			
1956.699		217.75		
1956.725			104.5	
1956.725				518.75
1956.725	376.25			
1956.725		219.5		
1956.749			104.5	
1956.749				518.75
1956.749	376.25			
1956.749		219.5		
1956.774			104.25	
1956.774				518.75
1956.774	380.25			
1956.774		221		
1956.796			104.25	
1956.796				518.75
1956.796	385.5			
1956.796		222		
1956.816			104.25	
1956.816				518.5
1956.816		222.5		
1956.816	392			
