time	1	2	3	4
2165.164			128.75	
2165.164				549.5
2165.164	435.5			
2165.164		238		
2165.181			129	
2165.181				550.5
2165.181		238.25		
2165.181	431.75			
2165.206			129	
2165.206				550.5
2165.206		238.25		
2165.206	431.75			
2165.229			129	
2165.229				550.5
2165.229		238.75		
2165.229	428			
2165.252			130	
2165.252				550.75
2165.252	425			
2165.252		239		
2165.281			129.75	
2165.281				551.25
2165.281	422.25			
2165.281		239.75		
2165.3			129.75	
2165.3				551.25
2165.3	422.25			
2165.3		239.75		
2165.322			130.25	
2165.322				551.5
2165.322	420.5			
2165.322		239.5		
2165.342			130.25	
2165.342				551.5
2165.342	420.5			
2165.342		239.5		
2165.36			130.25	
2165.36				551.5
2165.36	419.5			
2165.36		240.25		
2165.391			130.5	
2165.391				551.5
2165.391	419.5			
2165.391		240.75		
2165.416			130.75	
2165.416				551.5
2165.416	420.25			
2165.416		241.25		
2165.445			130.75	
2165.445				551.5
2165.445	420.25			
2165.445		241.25		
2165.47			130.5	
2165.47				551.75
2165.47	421.25			
2165.47		241.5		
2165.491			131	
2165.491				551.75
2165.491	423.75			
2165.491		241.75		
2165.522			130.5	
2165.522				551.75
2165.522	426.75			
2165.522		242		
2165.544			130.5	
2165.544				551.75
2165.544	426.75			
2165.544		242		
2165.568			130.75	
2165.568				551.75
2165.568	430			
2165.568		242.75		
2165.591			130.5	
2165.591				551.5
2165.591		242.75		
2165.591	434			
2165.614			130.5	
2165.614				551.5
2165.614		242.75		
2165.614	438.25			
2165.633			130.5	
2165.633				551.5
2165.633		242.75		
2165.633	438.25			
2165.66			130.25	
2165.66				551.5
2165.66		242.75		
2165.66	443			
2165.687			130.25	
2165.687				551.5
2165.687		242.75		
2165.687	447.5			
2165.708			130.25	
2165.708				551.5
2165.708		242.75		
2165.708	447.5			
2165.73			130	
2165.73				551.5
2165.73	451.75			
2165.73		242.75		
2165.758			130	
2165.758				551.25
2165.758	455.75			
2165.758		242.5		
2165.779			130	
2165.779				551.25
2165.779	455.75			
2165.779		242.5		
2165.805			130	
2165.805				551.5
2165.805	459.5			
2165.805		242.5		
2165.828			130	
2165.828				551.5
2165.828	462.5			
2165.828		242		
2165.852			129.75	
2165.852				551.5
2165.852	464.75			
2165.852		241.5		
2165.877			129.75	
2165.877				551.5
2165.877	464.75			
2165.877		241.5		
2165.898			130	
2165.898				551.5
2165.898	467			
2165.898		241		
2165.922			130	
2165.922				551
2165.922	467.75			
2165.922		240.75		
2165.946			130	
2165.946				551
2165.946	467.75			
2165.946		240.75		
2165.969			130	
2165.969				551.5
2165.969	467.75			
2165.969		240		
2165.989			130	
2165.989				551.5
2165.989	467.25			
2165.989		239.75		
2166.013			130	
2166.013				551.5
2166.013	465.5			
2166.013		239		
2166.033			130	
2166.033				551.5
2166.033	465.5			
2166.033		239		
2166.056			130.25	
2166.056				551.5
2166.056	463			
2166.056		239		
2166.08			130.25	
2166.08				551.5
2166.08	463			
2166.08		239		
2166.106			130	
2166.106				551.5
2166.106	460			
2166.106		238.5		
2166.129			130.5	
2166.129				551.5
2166.129	456.5			
2166.129		238		
2166.155			130.75	
2166.155				551.75
2166.155	452.25			
2166.155		238		
2166.176			130.75	
2166.176				551.75
2166.176	452.25			
2166.176		238		
2166.203			131	
2166.203				552.25
2166.203	448.25			
2166.203		238		
2166.227			131	
2166.227				552.25
2166.227	444			
2166.227		238		
2166.254			131	
2166.254				552.5
2166.254	439.5			
2166.254		238		
2166.278			131	
2166.278				552.5
2166.278	439.5			
2166.278		238		
2166.296			131.25	
2166.296				552.5
2166.296		238		
2166.296	435.25			
2166.318			131.5	
2166.318				552.5
2166.318		239		
2166.318	431.5			
2166.341			131.5	
2166.341				552.5
2166.341		239		
2166.341	431.5			
2166.363			131.75	
2166.363				552.5
2166.363	428			
2166.363		239		
2166.396			131.5	
2166.396				552.5
2166.396	425.25			
2166.396		239.5		
2166.42			132	
2166.42				552.5
2166.42	423.25			
2166.42		240		
2166.444			132	
2166.444				552.5
2166.444	423.25			
2166.444		240		
2166.47			131.5	
2166.47				552.5
2166.47	421.25			
2166.47		241		
2166.492			131.25	
2166.492				552.5
2166.492	421			
2166.492		241.5		
2166.517			131.25	
2166.517				552.5
2166.517		242		
2166.517	421.25			
2166.537			131.25	
2166.537				552.5
2166.537		242		
2166.537	421.25			
2166.561			131	
2166.561				552.5
2166.561	421.75			
2166.561		242.75		
2166.587			131	
2166.587				552.5
2166.587		243.5		
2166.587	423.5			
2166.606			131	
2166.606				552.5
2166.606		243.5		
2166.606	423.5			
2166.635			131	
2166.635				551.75
2166.635	425.75			
2166.635		243.75		
2166.657			130.75	
2166.657				551.5
2166.657		244.5		
2166.657	428.75			
2166.684			130.25	
2166.684				551.5
2166.684		244.5		
2166.684	432			
2166.704			130.25	
2166.704				551.5
2166.704		244.5		
2166.704	432			
2166.729			130	
2166.729				551.5
2166.729		244.75		
2166.729	436.25			
2166.76			129.75	
2166.76				551
2166.76		244.5		
2166.76	440.5			
2166.783			129.5	
2166.783				550.5
2166.783		244.5		
2166.783	444.5			
2166.814			129	
2166.814				550.5
2166.814		244		
2166.814	448.75			
2166.845			129	
2166.845				550.5
2166.845		244		
2166.845	448.75			
2166.865			128.75	
2166.865				550.5
2166.865	452.25			
2166.865		243.5		
