time	1	2	3	4
623.989			100.25	
623.989				547.75
623.989		197.5		
623.989	415.5			
624.016			99	
624.016			99.25	
624.016				546.75
624.016		192.75		
624.016	411.5			
624.044			98.25	
624.044				546.25
624.044		189.25		
624.044	408.25			
624.083			98	
624.083				546
624.083		187		
624.083	406			
624.107			98	
624.107				545.75
624.107		185.75		
624.107	404.25			
624.137			98.75	
624.137			98.75	
624.137				546
624.137		185.5		
624.137	404.25			
624.167			99	
624.167			99.25	
624.167				546.5
624.167		187		
624.167	404.75			
624.199			99	
624.199			99.25	
624.199				546.5
624.199		187		
624.199	404.75			
624.235			100.75	
624.235				548.5
624.235		192.5		
624.235	408.75			
624.267			101.75	
624.267				549.5
624.267		197.5		
624.267	412.25			
624.29			101.75	
624.29				549.5
624.29		197.5		
624.29	412.25			
624.317			102.5	
624.317				550.5
624.317		202.5		
624.317	416.5			
624.347			103.75	
624.347				551.75
624.347		209.25		
624.347	421.25			
624.374			105	
624.374			104.75	
624.374				552.75
624.374		216		
624.374	427.25			
624.406			106	
624.406				554.25
624.406		223.25		
624.406	433.5			
624.435			107.75	
624.435				555.25
624.435		231		
624.435	439.75			
624.464			107.75	
624.464				555.25
624.464		231		
624.464	439.75			
624.495			108.5	
624.495				556.25
624.495		238.25		
624.495	446.25			
624.537			111	
624.537			111	
624.537				558.75
624.537		251.75		
624.537	458.5			
624.574			112	
624.574			112.25	
624.574				560
624.574		257.5		
624.574	464.5			
624.617			113.5	
624.617				561.5
624.617		262.5		
624.617	469.25			
624.639			114.75	
624.639			115	
624.639				563.5
624.639		266.75		
624.639	473.75			
624.667			116.75	
624.667				565
624.667		269.5		
624.667	477			
624.694			116.75	
624.694				565
624.694		269.5		
624.694	477			
624.723			119	
624.723				566.75
624.723		271.5		
624.723	480			
624.752			120.75	
624.752				568.75
624.752		272.25		
624.752	481.5			
624.781			122.5	
624.781				570.75
624.781		272.25		
624.781	482.5			
624.81			124	
624.81			124	
624.81				572.75
624.81		270.75		
624.81	482.5			
624.854			126.25	
624.854			126.25	
624.854				575.25
624.854		269		
624.854	481.75			
624.883			128.75	
624.883			129.5	
624.883				577.5
624.883		266.25		
624.883	479.75			
624.916			131.25	
624.916				580
624.916		262.5		
624.916	478			
624.94			134	
624.94				582.75
